Auxiliares,Sala Gerador,USCA-01,KVA,K21,RS-485,Modbus RTU,Gerador de Energia.,SCL,-,Inversores e Chave estática
Energia,Sala de Baixa Tensão,MME-01,KRON,MULT-K ,RS-485,Modbus RTU,Multimedidor do QGD,SCL,-,MME - Multimedidor - MULT-K KRON
Energia,Sala Baixa Tensão,SCL-REM-01\PAB-01,-,-,Sinal Elétrico,-,Painel de Alimentação de Bloqueios. Monitorado na remota 01.,SCL,REMOTA 1,PAB – Painel de Alimentação de Bloqueios REM - 02
Energia,Sala Baixa Tensão,SCL-REM-01\PAC-01,-,-,Sinal Elétrico,-,Painel Carregador de Baterias. Monitorado na remota 01.,SCL,REMOTA 1,SCL-REM-01\PAC-01  Painel Carregador de Baterias. Monitorado na remota 01.
Energia,Salas Técnicas,SCL-REM-01\PDF-01,-,-,Sinal Elétrico,-,Painel de Força 01. Monitorado na remota 01.,SCL,REMOTA 1,SCL-REM-01\PDF-01  Painel de Força 01. Monitorado na remota 01.
Energia,Sala Técnica,SCL-REM-01\PESS-01,-,-,Sinal Elétrico,-,Painel Essencial. Monitorado na remota 01.,SCL,REMOTA 1,PESS – Painel Essencial
Energia,Sala de Baixa Tensão,SCL-REM-01\QDCC-01,-,-,Sinal Elétrico,-,Quadro de Distribuição Contínua. Monitorado na remota de Adequações,SCL,REMOTA 1,SCL-REM-01\QDCC-01  Quadro de Distribuição Contínua. Monitorado na remota de Adequações
Energia,Sala Baixa Tensão,QGD-CLP-01\QGD-MME-01,Altus,PO3142UCP,RS-485,Modbus RTU,"Multimedidor do QGD, monitorado pelo CLP do QGD.",SCL,QGD,QGD - Quadro geral de distribuição - ALTUS PO3142
Energia,Sala Técnica,SCL-REM-01\PL-01,-,-,Sinal Elétrico,-,Painel de Luz 01. Monitorado na remota 01.,SCL,REMOTA 1,SCL-REM-01\PL-01  Painel de Luz 01. Monitorado na remota 01.
Civil,Mezanino / Plataforma,SCL-REM-02\PL-02,-,-,Sinal Elétrico,-,Painel de Luz 02. Monitorado na remota 02.,SCL,REMOTA 2,SCL-REM-02\PL-02  Painel de Luz 02. Monitorado na remota 02.
Energia,Plataforma,SCL-REM-02\PL-03,-,-,Sinal Elétrico,-,Painel de Luz 03. Monitorado na remota 02.,SCL,REMOTA 2,SCL-REM-02\PL-03  Painel de Luz 03. Monitorado na remota 02.
Energia,Salas Técnicas,SCL-REM-01/RET-01,SAFT,TPR,Sinal Elétrico,-,"Retificador 01, monitorado pela remota.",SCL,REMOTA 1,"SCL-REM-01/RET-01  Retificador 01, monitorado pela remota."
Energia,Salas Técnicas,SCL-REM-01/RET-02,SAFT,TPR,Sinal Elétrico,-,"Retificador 02, monitorado pela remota.",SCL,REMOTA 1,"SCL-REM-01/RET-02  Retificador 02, monitorado pela remota."
Energia,Salas Técnicas,SCL-REM-01/RET-01,SAFT,TPR,Sinal Elétrico,-,"Retificador 01, monitorado pela remota.",SCL,REMOTA 1,"SCL-REM-01/RET-01  Retificador 01, monitorado pela remota."
Telecom,SCA,SCA-01,-,-,Ethernet,Webservice,Servidor do sistema de controle de acesso - X Pontos.,SCA,-,Sistema de Controle de Acesso
Telecom,SMM,SMM-01,-,-,Ethernet,Webservice,Servidor do Sistema de Multimiídia.,SMM,-,Sistema de Multimídia (PMV/SON/CRONO)
Auxiliares,Salas Técnicas,ST-TIT-01,-,-,Ethernet,SNMP,Sensor de Temperatura 01 das Salas Técnicas.,SCL,-,Temperatura de Salas Técnicas
Auxiliares,Salas Técnicas,ST-TIT-02,-,-,Ethernet,SNMP,Sensor de Temperatura 02 das Salas Técnicas.,SCL,-,Temperatura de Salas Técnicas
Energia,Sala Técnica,SCL-REM-01\PVST-01,-,-,Sinal Elétrico,-,Painel de Ventilação das Salas Técnicas. Monitorado na remota 01,SCL,REMOTA 1,SCL-REM-01\PVST-01  Painel de Ventilação das Salas Técnicas. Monitorado na remota 01
